id,chapter,question,question_image,choice1,choice1_explanation,choice2,choice2_explanation,choice3,choice3_explanation,choice4,choice4_explanation,choice5,choice5_explanation,choice6,choice6_explanation,choice7,choice7_explanation,choice8,choice8_explanation,answer,explanation
3,修了試験B-4,"　現実の環境下では、計算資源の制約が存在し、モデルの軽量化が必要となる場面が存在する。その際、出来るだけモデルの性能を低下させずにモデル容量を小さくする軽量化手法が求められる。軽量化には様々な観点から手法が提案されている。

　例えば、データを少ないビット数で表現することで計算の高速化・省メモリ化を図る手法を（　あ　）と呼ぶ。活性化を二値化するとほとんどの勾配が 0 になる。これを防ぐために、逆伝播時に活性化関数を恒等写像関数として扱う STE (Straight-Through Estimator) という処理を行うことがある。

（　い　）は、大きなモデルで得た知識を小さなモデルに移管する手法である。エッジデバイスなど、限られた計算資源のなかで動作することを目的として、（　う　）のための処理といえる。学習時と推論時で（　え　）モデルを使うことになる。

（　あ　）について、以下のうちから適切なものを１つ選べ。",,量子化,正解。データ(重みや活性化)を少ないビット数で表現して計算の高速化・省メモリ化を図る手法は量子化である。二値化の際にはSTEが用いられることがある。,分散,不正解。分散は学習を複数の計算機で行う並列分散学習などを指し、少ないビット数での表現ではない。,蒸留,不正解。蒸留は大きなモデルの知識を小さなモデルに移管する手法であり、（い）に対応する。,剪定,不正解。剪定(プルーニング)は寄与の小さいノードやエッジを取り除く手法であり、ビット数の削減ではない。,,,,,,,,,1,量子化は、重みや活性化を少ないビット数(8ビット整数や二値など)で表現することで、計算の高速化とメモリ使用量の削減を図る軽量化手法です。活性化を二値化するとほとんどの勾配が0になるため、逆伝播時に活性化関数を恒等写像として扱うSTE(Straight-Through Estimator)が用いられます。
4,修了試験B-4,"　現実の環境下では、計算資源の制約が存在し、モデルの軽量化が必要となる場面が存在する。その際、出来るだけモデルの性能を低下させずにモデル容量を小さくする軽量化手法が求められる。軽量化には様々な観点から手法が提案されている。

　例えば、データを少ないビット数で表現することで計算の高速化・省メモリ化を図る手法を（　あ　）と呼ぶ。活性化を二値化するとほとんどの勾配が 0 になる。これを防ぐために、逆伝播時に活性化関数を恒等写像関数として扱う STE (Straight-Through Estimator) という処理を行うことがある。

（　い　）は、大きなモデルで得た知識を小さなモデルに移管する手法である。エッジデバイスなど、限られた計算資源のなかで動作することを目的として、（　う　）のための処理といえる。学習時と推論時で（　え　）モデルを使うことになる。

（　い　）について、以下のうちから適切なものを１つ選べ。",,蒸留,正解。大きなモデル(教師)で得た知識を小さなモデル(生徒)に移管する手法は蒸留(知識蒸留)である。,陳腐化,不正解。陳腐化は軽量化手法ではない。,量子化,不正解。量子化は少ないビット数での表現による軽量化であり、（あ）に対応する。,プルーニング,不正解。プルーニングは寄与の小さい重みやノードを取り除く手法であり、知識の移管ではない。,,,,,,,,,1,蒸留(知識蒸留)は、大きな教師モデルの出力(ソフトターゲット)を目標として小さな生徒モデルを学習させることで、教師の知識を生徒に移管する手法です。エッジデバイスなど限られた計算資源で動作させることを目的とします。
5,修了試験B-4,"　現実の環境下では、計算資源の制約が存在し、モデルの軽量化が必要となる場面が存在する。その際、出来るだけモデルの性能を低下させずにモデル容量を小さくする軽量化手法が求められる。軽量化には様々な観点から手法が提案されている。

　例えば、データを少ないビット数で表現することで計算の高速化・省メモリ化を図る手法を（　あ　）と呼ぶ。活性化を二値化するとほとんどの勾配が 0 になる。これを防ぐために、逆伝播時に活性化関数を恒等写像関数として扱う STE (Straight-Through Estimator) という処理を行うことがある。

（　い　）は、大きなモデルで得た知識を小さなモデルに移管する手法である。エッジデバイスなど、限られた計算資源のなかで動作することを目的として、（　う　）のための処理といえる。学習時と推論時で（　え　）モデルを使うことになる。

（　う　）と（　え　）について、以下のうちから適切なものを１つ選べ。",,（う）処理速度向上　（え）同じ,不正解。（え）が誤り。蒸留では学習時は教師と生徒の両モデル、推論時は生徒モデルのみを使うため、学習時と推論時で異なるモデルを使う。,（う）処理速度向上　（え）異なる,正解。蒸留は限られた計算資源で動作させるための処理速度向上のための処理であり、学習時(教師+生徒)と推論時(生徒のみ)で異なるモデルを使う。,（う）精度向上　（え）異なる,不正解。（う）が誤り。蒸留の目的は精度向上ではなく、小さなモデルで動作させること(処理速度向上・軽量化)である。,（う）精度向上　（え）同じ,不正解。（う）（え）ともに誤りである。,,,,,,,,,2,蒸留はエッジデバイスなどの限られた計算資源で動作させることを目的とした、処理速度向上(軽量化)のための処理です。学習時には教師モデルと生徒モデルの両方を使い、推論時には生徒モデルのみを使うため、学習時と推論時で異なるモデルを使うことになります。
6,修了試験B-4,"　モデルの軽量化にはおいては、何よりも効率的なマイクロアーキテクチャを構築することが重要となる。訓練に先立って、精度と計算のトレードオフを改善するように、モデルの精度要素を工夫することは常に意識することが必要となる。そのうえで、適切な軽量化手法を利用することで、精度減少をできるだけ抑えながら、軽量化することが可能となる。

　代表的な手法として、学習を通じて精度に大きく影響を与えないノードやエッジを取り除いていく軽量化手法として、（　あ　）がある。正則化項を用いて行うこともでき、He et al.(2017)で提案された手法にて用いられた正則化項は（　い　）である。取り除いたあとに、（　う　）方が精度がよいことが知られている。なお、取り除くべきノードなどについて学習前に知ることは（　え　）。

（　あ　）の選択肢について、以下のうちから適切なものを１つ選べ。",,陳腐化,不正解。陳腐化は軽量化手法ではない。,量子化,不正解。量子化は少ないビット数でデータを表現する手法であり、ノードやエッジを取り除く手法ではない。,プルーニング,正解。精度に大きく影響を与えないノードやエッジを取り除いていく軽量化手法はプルーニング(剪定)である。,蒸留,不正解。蒸留は大きなモデルの知識を小さなモデルに移す手法であり、ノードの除去ではない。,,,,,,,,,3,プルーニング(剪定)は、学習を通じて精度への影響が小さいと判断されたノードやエッジ(重み)を取り除いていく軽量化手法です。正則化項を用いてスパース化を促しながら行うこともできます。
7,修了試験B-4,"　モデルの軽量化にはおいては、何よりも効率的なマイクロアーキテクチャを構築することが重要となる。訓練に先立って、精度と計算のトレードオフを改善するように、モデルの精度要素を工夫することは常に意識することが必要となる。そのうえで、適切な軽量化手法を利用することで、精度減少をできるだけ抑えながら、軽量化することが可能となる。

　代表的な手法として、学習を通じて精度に大きく影響を与えないノードやエッジを取り除いていく軽量化手法として、（　あ　）がある。正則化項を用いて行うこともでき、He et al.(2017)で提案された手法にて用いられた正則化項は（　い　）である。取り除いたあとに、（　う　）方が精度がよいことが知られている。なお、取り除くべきノードなどについて学習前に知ることは（　え　）。

（　い　）の選択肢について、以下のうちから適切なものを１つ選べ。",,エラスティックネット,不正解。エラスティックネットはL1とL2を組み合わせた正則化であり、He et al.(2017)のチャネルプルーニングで用いられた正則化項ではない。,ラッソ,正解。He et al.(2017)のチャネルプルーニング手法では、削減するチャネルの選択にLASSO(L1正則化)回帰が用いられた。,リッジ,不正解。リッジはL2正則化であり、スパース化(不要な要素を0にする)には向かない。,テイラー,不正解。テイラーは正則化項の名称ではない(テイラー展開に基づく重要度基準は別のプルーニング手法で用いられる)。,,,,,,,,,2,He et al.(2017)のチャネルプルーニングでは、どのチャネルを削減するかの選択にLASSO(ラッソ、L1正則化)回帰を用います。L1正則化は係数を疎(スパース)にする性質があるため、不要なチャネルの特定に適しています。
8,修了試験B-4,"　モデルの軽量化にはおいては、何よりも効率的なマイクロアーキテクチャを構築することが重要となる。訓練に先立って、精度と計算のトレードオフを改善するように、モデルの精度要素を工夫することは常に意識することが必要となる。そのうえで、適切な軽量化手法を利用することで、精度減少をできるだけ抑えながら、軽量化することが可能となる。

　代表的な手法として、学習を通じて精度に大きく影響を与えないノードやエッジを取り除いていく軽量化手法として、（　あ　）がある。正則化項を用いて行うこともでき、He et al.(2017)で提案された手法にて用いられた正則化項は（　い　）である。取り除いたあとに、（　う　）方が精度がよいことが知られている。なお、取り除くべきノードなどについて学習前に知ることは（　え　）。

（　う　）と（　え　）の選択肢について、以下のうちから適切なものを１つ選べ。",,（う）再学習する　（え）出来る,不正解。（え）が誤り。取り除くべきノードは学習を通じて判明するものであり、学習前に知ることは出来ない。,（う）再学習しない　（え）出来ない,不正解。（う）が誤り。取り除いたあとに再学習(ファインチューニング)する方が精度がよいことが知られている。,（う）再学習しない　（え）出来る,不正解。（う）（え）ともに誤りである。,（う）再学習する　（え）出来ない,正解。プルーニング後に再学習する方が精度がよく、取り除くべきノードを学習前に知ることは出来ない。,,,,,,,,,4,プルーニングでノードや重みを取り除いたあとには、残ったネットワークを再学習(ファインチューニング)する方が精度がよいことが知られています。また、どのノードを取り除くべきかは学習を通じた寄与度の評価によって判明するものであり、学習前に知ることは出来ません。
9,修了試験B-4,モデルを四つに分散させ入力データや途中の出力結果をうまくつなげていくことで学習していく深層学習手法として、モデル並列がある。モデル並列における説明文について、以下のうちから誤っているものを１つ選べ。,,モデル並列化の実装には、モデルのどの部分をどのマシンで処理するかを慎重に計画する必要があり、これにはタスクの性質やマシンの能力を考慮することが重要である。,正解ではない（正しい記述）。モデルの分割方法はタスクの性質やマシンの能力を考慮して慎重に設計する必要がある。,モデル並列化は主に、データセットのサイズが大きい場合にのみ使用され、モデルのサイズや複雑さには依存しない。,正解。モデル並列化はモデルが大きく1台のマシンに載らない場合に使われる手法であり、モデルのサイズや複雑さにこそ依存する。データセットが大きい場合に有効なのはデータ並列化である。,モデル並列化では、モデルを上流と下流で分割する方法や、モデルの異なる部分を別々のマシンで処理するなどのアプローチがある。,正解ではない（正しい記述）。層(上流・下流)での分割や、モデルの異なる部分を別々のマシンで処理する分割などのアプローチがある。,モデル並列化では、大規模なモデルを複数のマシンに分散して処理することで、一つのマシンでは処理が困難なタスクを実行できる。,正解ではない（正しい記述）。複数マシンへの分散により、1台では処理できない大規模モデルを扱える。,,,,,,,,,2,モデル並列化は、モデルが大きすぎて1台のマシンのメモリに収まらない場合などに、モデル自体を分割して複数のマシンで処理する手法です。したがって「データセットのサイズが大きい場合にのみ使用され、モデルのサイズや複雑さには依存しない」という説明は誤りです。データセットが大きい場合に有効なのはデータ並列化です。
10,修了試験B-4,ディープラーニングの規模が大きくなると、一台のパソコンでは処理することが困難という事態が発生する。その対策手法として並列分散学習がある。並列分散学習の１つであるデータ並列について、以下のうちから適切なものを１つ選べ。,,データ並列処理では、複数のデバイス上で同一のモデルが異なるデータを処理し、全てのデバイスが同一のパラメータを共有する。,正解。データ並列では同一のモデルを複数のデバイスにコピーし、それぞれが異なるデータ(ミニバッチ)を処理して、全デバイスで同一のパラメータを共有・同期する。,データ並列処理では、複数のデバイス上で同一のモデルが異なるデータを処理するが、各デバイスは異なるパラメータを使用し、これによりモデルの多様性が保証される。,不正解。各デバイスが異なるパラメータを使い続けるのではなく、勾配やパラメータを集約して同一のモデルを学習する。,データ並列処理では、異なるデバイス上で異なるモデルが異なるデータを同時に処理する。各デバイスは独立して学習し、学習結果は終了後に結合される。,不正解。データ並列で複製されるのは同一のモデルであり、独立学習して終了後に結合するものではない。,データ並列処理では、一つのデバイス上で複数のモデルが同時に異なるデータセットを処理し、各モデルは独自の更新スケジュールに従う。,不正解。データ並列は複数のデバイスにモデルをコピーして行うものであり、一つのデバイス上で複数モデルを動かすものではない。,,,,,,,,,1,データ並列は、同一のモデルを複数のデバイスにコピーし、データセットを分割してそれぞれのデバイスで処理することで学習を高速化する手法です。各デバイスで計算した勾配を集約してパラメータを更新するため、全デバイスが同一のパラメータを共有します。
11,修了試験B-4,"　AIの実用化にはモデル知識だけでなく、深層学習ライブラリや分散学習の技術が必須である。深層学習ライブラリは事前に計算グラフを定義する「Define and Run」と、実行時に計算グラフを動的に構築する（　あ　）の2つのアプローチを提供する。深層学習ライブラリである（　い　）は「Define and Run」を採用している。(現在は（　あ　）をサポートしている。)

　GPUは科学計算やAI学習における高速化に貢献しているプロセッサの一種である。モデル並列化は特に（　う　）の効率的な計算で使われる学習加速手法である。データ並列化は同期型と非同期型があり、同期型は非同期型に比べて（　え　）が、計算コストがかかる傾向がある。

（　あ　）と（　い　）の選択肢について、以下のうちから適切なものを１つ選べ。",,（あ）「Define or Run」　（い）PyTorch,不正解。実行時に計算グラフを動的に構築するのは「Define by Run」であり、PyTorchはむしろ「Define by Run」を代表するライブラリである。,（あ）「Define by Run」　（い）TensorFlow,正解。実行時に計算グラフを動的に構築するアプローチは「Define by Run」であり、「Define and Run」を採用した代表的なライブラリはTensorFlowである(現在はDefine by Runもサポート)。,（あ）「Define or Run」　（い）TensorFlow,不正解。（あ）が誤り。「Define or Run」というアプローチは存在しない。,（あ）「Define by Run」　（い）PyTorch,不正解。（い）が誤り。PyTorchは「Define by Run」を採用したライブラリである。,,,,,,,,,2,事前に計算グラフを定義して実行する方式が「Define and Run」、実行時に動的に計算グラフを構築する方式が「Define by Run」です。TensorFlow(1.x)は「Define and Run」を採用した代表的なライブラリで、現在はEager Executionにより「Define by Run」もサポートしています。PyTorchやChainerは「Define by Run」の代表です。
12,修了試験B-4,"　AIの実用化にはモデル知識だけでなく、深層学習ライブラリや分散学習の技術が必須である。深層学習ライブラリは事前に計算グラフを定義する「Define and Run」と、実行時に計算グラフを動的に構築する（　あ　）の2つのアプローチを提供する。深層学習ライブラリである（　い　）は「Define and Run」を採用している。(現在は（　あ　）をサポートしている。)

　GPUは科学計算やAI学習における高速化に貢献しているプロセッサの一種である。モデル並列化は特に（　う　）の効率的な計算で使われる学習加速手法である。データ並列化は同期型と非同期型があり、同期型は非同期型に比べて（　え　）が、計算コストがかかる傾向がある。

（　う　）と（　え　）の選択肢について、以下のうちから適切なものを１つ選べ。",,（う）大規模モデル　（え）精度が高い,正解。モデル並列化は1台に載らない大規模モデルの効率的な計算で使われる。同期型は全ワーカーの勾配を揃えて更新するため、非同期型に比べて精度が高いが計算コストがかかる。,（う）大規模モデル　（え）計算速度が速い,不正解。（え）が誤り。同期型は待ち合わせが発生するため計算速度(スループット)では非同期型に劣る。,（う）大量のデータセット　（え）精度が高い,不正解。（う）が誤り。大量のデータセットの処理に有効なのはデータ並列化である。,（う）大量のデータセット　（え）計算速度が速い,不正解。（う）（え）ともに誤りである。,,,,,,,,,1,モデル並列化は、1台のマシンに収まらない大規模モデルを分割して計算するための手法です。データ並列化の同期型は全ワーカーの勾配を集約してから更新するため、古い勾配による更新が起こる非同期型に比べて精度が高い一方、待ち合わせにより計算コストがかかる傾向があります。
13,修了試験B-4,"分散深層学習には「データ並列化」と「モデル並列化」の2通りのアプローチがある。（　あ　）は全プロセスに同じモデルをコピーして訓練することでバッチサイズをプロセス数倍し、学習を高速化させる。（　い　）は1つのモデルを分割して複数のプロセスに配置し、全プロセスで協調して1つのモデルを訓練する手法である。ここで、図1は（　う　）、図2は（　え　）の概念図を表す。

（　あ　）（　い　）（　う　）（　え　）に当てはまる語句の組み合わせとして適切な選択肢を１つ選べ。",images/B-4/dean_parallel_figures.png,（あ）データ並列化　（い）モデル並列化　（う）データ並列化　（え）モデル並列化,不正解。（う）（え）が誤り。図1はモデルを複数マシンに分割した概念図、図2はパラメータサーバとモデルレプリカによるデータ並列の概念図である。,（あ）モデル並列化　（い）データ並列化　（う）データ並列化　（え）モデル並列化,不正解。（あ）（い）（う）（え）すべて誤りである。,（あ）データ並列化　（い）モデル並列化　（う）モデル並列化　（え）データ並列化,正解。モデルをコピーしてバッチサイズをプロセス数倍するのがデータ並列化、モデルを分割して配置するのがモデル並列化。図1(Dean et al. Figure 1)はモデルを複数マシンに分割したモデル並列化、図2(同Figure 2)はパラメータサーバとデータシャードを持つデータ並列化(Downpour SGD)の概念図である。,（あ）モデル並列化　（い）データ並列化　（う）モデル並列化　（え）データ並列化,不正解。（あ）（い）が誤り。全プロセスに同じモデルをコピーするのはデータ並列化、モデルを分割するのはモデル並列化である。,,,,,,,,,3,全プロセスに同じモデルをコピーしてバッチサイズをプロセス数倍するのが（あ）データ並列化、1つのモデルを分割して複数のプロセスに配置するのが（い）モデル並列化です。図1はDean et al.(2012)のFigure 1で、モデルを4台のマシンに分割したモデル並列化の概念図、図2は同論文Figure 2で、パラメータサーバ・モデルレプリカ・データシャードからなるデータ並列化(Downpour SGD)の概念図です。
14,修了試験B-4,"データ並列化はパラメータ更新方法によって同期型、非同期型の2通りがある。非同期型ではワーカー（モデルを学習する1つのサーバ、あるいはモデルを学習する1単位）ごとに別々にパラメータ更新を進める。このため同期型よりもスループットが（　お　）。しかし、一例として図3にあるようにChenらの研究によって（　か　）の方が精度が高くなることが実験的に示されており、現在はこちらが主流となっている。なお、図3はPixelCNNモデルの学習過程をNegative log likehoodにて評価したものである。

（　お　）（　か　）に当てはまる語句の組み合わせとして適切な選択肢を１つ選べ。",images/B-4/pixelcnn_sync_async_figure.png,（お）高い　（か）同期型,正解。非同期型は待ち合わせがないためスループットが高い。しかしChenらの研究により同期型の方が精度が高くなることが実験的に示されており、現在は同期型が主流となっている。,（お）低い　（か）同期型,不正解。（お）が誤り。非同期型は各ワーカーが独立に更新を進めるため、同期型よりスループットは高い。,（お）高い　（か）非同期型,不正解。（か）が誤り。図3の実験では同期型(sync)の方が良い(低い)NLLを達成しており、精度が高いのは同期型である。,（お）低い　（か）非同期型,不正解。（お）（か）ともに誤りである。,,,,,,,,,1,非同期型は各ワーカーが待ち合わせなしにパラメータ更新を進めるため、同期型よりもスループットが高くなります。一方で古い勾配(stale gradient)による更新が発生するため、Chen et al.(2016)の実験(図3)では同期型の方が精度が高くなることが示され、現在は同期型が主流となっています。
15,修了試験B-4,"図4は同期型のデータ並列型のアルゴリズムを表している。左図がワーカー、右図がパラメータサーバ（パラメータを管理するサーバ）のアルゴリズムである。

（　き　）（　く　）（　け　）には以下処理のいずれかが入る。

（　き　）（　く　）（　け　）に当てはまる処理の組み合わせとして適切な選択肢を１つ選べ。",images/B-4/syncsgd_algorithm_figure.png,（き）処理A　（く）処理C　（け）処理B,不正解。（く）（け）が誤り。ワーカーが勾配をパラメータサーバへ送るのが処理B、パラメータサーバがワーカーからの勾配を待つのが処理Cである。,（き）処理A　（く）処理B　（け）処理C,正解。ワーカーはまずパラメータサーバからパラメータを読み込み(処理A)、勾配を計算してパラメータサーバへ送る(処理B)。パラメータサーバはワーカーからの勾配を待ち受けて(処理C)集約・更新する。,（き）処理B　（く）処理C　（け）処理C,不正解。（き）（く）（け）すべて誤りである。,（き）処理C　（く）処理B　（け）処理A,不正解。（き）（け）が誤り。ワーカー側の最初の処理はパラメータの読み込み(処理A)である。,,,,,,,,,2,同期型データ並列(Sync-SGD)では、ワーカーは各ステップの最初にパラメータサーバから最新のパラメータを読み込み(処理A)、ミニバッチで勾配を計算した後、勾配をパラメータサーバへ送信します(処理B)。パラメータサーバ側は任意のワーカーからの勾配を待ち受け(処理C)、規定数を集約してからパラメータを更新します。
16,修了試験B-4,CPUとGPUに関して適切でないものを１つ選べ。,,CPUに比べて、GPUはコア当たりの計算性能が低い。,正解ではない（正しい記述）。GPUのコアは単純な演算に特化しており、コア当たりの性能はCPUより低い。,CPUとGPUが計算に利用するメモリに関して、CPUの方が単位時間当たりのデータ読み出し量が重要視される。,正解。単位時間当たりのデータ読み出し量(メモリ帯域幅)が重要視されるのはGPUの方である。大量のコアに並列にデータを供給する必要があるためで、CPUはむしろレイテンシ(応答時間)が重視される。,DNNの計算をGPUで行うときには、単精度浮動小数点数で計算されることが多い。,正解ではない（正しい記述）。DNNの計算では倍精度は不要なことが多く、単精度(FP32)や半精度で計算されることが多い。,GPUは行列演算のように単純な計算を並列に複数回行うような処理を得意とする。,正解ではない（正しい記述）。GPUは多数のコアによる単純計算の並列実行を得意とする。,,,,,,,,,2,GPUは多数のコアに並列にデータを供給する必要があるため、単位時間当たりのデータ読み出し量(メモリ帯域幅)が重要視されます。一方CPUは逐次処理が中心であり、メモリのレイテンシの低さが重視されます。したがって「CPUの方が単位時間当たりのデータ読み出し量が重要視される」という記述が適切ではありません。
17,修了試験B-4,現代のコンピューティングでは、様々なタスクを効率的に処理するために、特化したプロセッサーが開発されている。主なプロセッサとしてCPU・GPU・GPGPU・TPUがある。それぞれのプロセッサにおける説明文について、以下のうち誤っているものを１つ選べ。,,GPGPUは、GPUの計算資源をグラフィックス以外の汎用計算に利用する技術。これにより、データ解析や科学計算など、さまざまな分野での処理速度の向上が期待される。,正解ではない（正しい記述）。GPGPU(General-Purpose computing on GPU)はGPUを汎用計算に利用する技術である。,CPUは汎用性が高いが、一度に多数の演算を処理するのには向いておらず、複雑なグラフィックス処理や大規模な数値計算には時間がかかる。,正解ではない（正しい記述）。CPUは汎用性が高い一方、大規模な並列演算には向かない。,TPUは、特に機械学習アルゴリズムの高速化に特化しており、CPUやGPUと比べて演算速度が遅いが、消費電力が少なく、コストパフォーマンスに優れている。,正解。TPUは機械学習(テンソル演算)に特化することで、CPUやGPUよりも高速に処理できるように設計されたプロセッサであり、「演算速度が遅い」という記述は誤りである。,GPUは大量の小さなコアを持ち、並列処理に特化している。これにより、同時に多数の演算を行うことができ、特に画像処理や3Dグラフィックスなどの演算に強い。,正解ではない（正しい記述）。GPUは多数の小さなコアによる並列処理に特化している。,,,,,,,,,3,TPU(Tensor Processing Unit)はGoogleが開発した機械学習に特化したプロセッサで、テンソル演算をCPUやGPUよりも高速に処理できるように設計されています。「CPUやGPUと比べて演算速度が遅い」という記述が誤りです。
18,修了試験B-4,グラフィック処理に特化して開発されたGPUが、科学技術計算や深層学習などの分野で広く用いられるようになった経緯と、その利点や欠点について考えることは、現代のコンピューターサイエンスにおいて重要な視点である。GPUの使用における説明文について、以下のうちから適切なものを１つ選べ。,,GPUは初めから多目的に使用可能なように設計されており、エラー検出と訂正機能も備えている。これにより科学計算や深層学習での利用が可能となったが、その性能は専用の科学計算チップに比べると劣る。,不正解。GPUは元々グラフィックス処理のために設計されたものであり、初めから多目的用途に設計されていたわけではない。また一般的なGPUにはエラー検出・訂正機能は付いていない。,GPUは当初から科学計算用に設計されたが、後にグラフィック処理にも利用されるようになった。その高い演算性能は低コストでの開発に貢献しており、メモリエラー検出機能が標準装備されているため、科学計算にも安全に使用できる。,不正解。経緯が逆であり、GPUは当初グラフィックス処理用に設計された。メモリエラー検出機能も標準装備ではない。,GPUは元々ゲームや3Dグラフィックスの描写のために開発されたが、高い演算性能を映像描画以外に活用することで、低コストでの開発が可能になった。ただし、一般的なGPUにはエラー検出・訂正機能が付いていないため注意が必要。,正解。GPUはゲームや3Dグラフィックスの描写のために開発され、その高い並列演算性能を汎用計算(GPGPU)に活用することで低コストでの開発が可能になった。一般的なGPUにはECC(エラー検出・訂正)機能が付いていない点には注意が必要である。,GPUはもともと映像描写のために開発されたが、エラー検出と訂正の機能が付いているため、科学計算や深層学習で広く使われている。しかし、その高い演算性能はコストが高いため、開発には適さない。,不正解。一般的なGPUにエラー検出・訂正機能は付いておらず、「コストが高いため開発には適さない」という記述も誤りである。,,,,,,,,,3,GPUは元々ゲームや3Dグラフィックスの描画のために開発されましたが、その高い並列演算性能を映像描画以外の汎用計算に活用する(GPGPU)ことで、専用チップより低コストで高性能計算が可能になりました。ただし、一般的な(コンシューマ向け)GPUにはECCのようなエラー検出・訂正機能が付いていないため、科学計算で使う際には注意が必要です。
19,修了試験B-4,コンピュータの並列処理アーキテクチャには大きく分けて４つの種類があり、これらはフリンの分類と呼ばれている。それぞれの並列処理アーキテクチャの説明文について、以下のうち誤っているものを１つ選べ。,,SIMDは一つの命令で多数のデータに対して同時に同じ操作を行う。画像処理などデータが一様な処理に適している。,"正解ではない（正しい記述）。SIMD(Single Instruction, Multiple Data)は単一の命令で複数のデータに同じ操作を行う方式で、GPUなどに用いられる。",MIMDは複数のプロセッサが異なる命令を異なるデータに対して同一の処理を同時に行う。分散システムなどに使用される。,"正解。MIMD(Multiple Instruction, Multiple Data)は複数のプロセッサがそれぞれ異なる命令を異なるデータに対して実行する方式であり、「同一の処理を同時に行う」という記述は矛盾しており誤りである。",SISDは伝統的なシングルコアプロセッサで見られるアーキテクチャで、一つの命令が一つのデータポイントに対して実行される。,"正解ではない（正しい記述）。SISD(Single Instruction, Single Data)は逐次処理を行う伝統的なアーキテクチャである。",MISDは複数の命令が同時に一つのデータに対して実行される。このタイプは非常に珍しく、特定の専用システムでのみ見られる。,"正解ではない（正しい記述）。MISD(Multiple Instruction, Single Data)は非常に珍しく、耐障害性が求められる特定の専用システムなどでのみ見られる。",,,,,,,,,2,フリンの分類はSISD・SIMD・MISD・MIMDの4種類です。MIMDは複数のプロセッサがそれぞれ異なる命令を異なるデータに対して独立に実行する方式であり、「異なる命令を異なるデータに対して同一の処理を同時に行う」という記述は自己矛盾しており誤りです。
20,修了試験B-4,仮想化技術について、以下のうち正しい選択肢を１つ選べ。,,コンテナ型の代表ソフトウェアとして、Hyper-V がある。,不正解。Hyper-Vはハイパーバイザー型仮想化の代表ソフトウェアである。コンテナ型の代表はDockerである。,ハイパーバイザー型、コンテナ型、ホスト型の順で、オーバーヘッド（仮想サーバー上で発生する余分な制御や時間）が大きくなる。,不正解。オーバーヘッドが最も小さいのはゲストOSを持たないコンテナ型であり、この順序は誤りである。,ホスト型では、ホストOS上で稼働する仮想化ソフトウェアを通じて仮想マシンが管理される。,不正解とされるが、この記述自体もホスト型仮想化の説明として内容的には正しい。本問は選択肢3と4がいずれも正しい内容となっており、想定解は4と考えられる。公式解答での確認を推奨。,ハイパーバイザー型仮想化は、ハードウェア上で直接動作し、仮想マシンを管理する。,正解。ハイパーバイザー型はホストOSを介さずハードウェア上で直接ハイパーバイザーが動作し、仮想マシンを管理する。,,,,,,,,,4,ハイパーバイザー型仮想化は、ホストOSを介さずにハードウェア上で直接ハイパーバイザーが動作して仮想マシンを管理する方式です(ベアメタル型とも呼ばれる)。なお、選択肢3のホスト型の説明も内容的には正しい記述であり、本問は正解が2つ存在するように見えるため、公式解答での確認をおすすめします。
21,修了試験B-4,Docker について、以下のうち誤っている選択肢を１つ選べ。,,Docker daemon は、Docker client から Docker API を介してリクエストを受け取り、Docker object を管理する。,正解ではない（正しい記述）。Docker daemonはAPIリクエストを受け取り、イメージやコンテナなどのDocker objectを管理する。,Docker Hub では、自身で作成した Docker イメージを保管するだけでなく、他のユーザーが作成した Docker イメージを利用することができる。,正解ではない（正しい記述）。Docker Hubはパブリックレジストリであり、自作イメージの保管と他ユーザーのイメージの利用ができる。,Docker は、コンテナ型のアプリケーション実行環境を管理するためのオープンソースソフトウェアであり、Linux のコンテナ技術に基づいて設計されている。,正解ではない（正しい記述）。DockerはLinuxのコンテナ技術(namespaceやcgroupsなど)に基づくOSSである。,Docker client は、ユーザーが Docker と情報をやり取りするための主要なインターフェースで、Docker イメージを直接ダウンロードすることができる。,正解。Docker clientはユーザーとDockerのインターフェースだが、イメージのダウンロード(pull)を実際に行うのはDocker daemonであり、clientが直接ダウンロードするわけではない。,,,,,,,,,4,Docker clientはユーザーがDockerとやり取りするための主要なインターフェースですが、コマンドはDocker APIを介してDocker daemonに送られ、イメージのダウンロード(pull)やコンテナの管理などの実際の処理はdaemonが行います。clientが直接イメージをダウンロードするわけではないため、選択肢4が誤りです。
